Text,Target 1,Stance 1,Domain,In Use,Type
我家大师兄脑子有坑听说学校要画垃圾分类的主题画，班里一直在传，说是手抄报 ，就想着画一些兄坑角色，结果稿都定好了，正准备要画，才知道是儿童主题画 （泪目）,大师兄一开始的思路都是对的，可以画兄坑角色，直接用定稿就好,反对,环保,1,clauses
我家大师兄脑子有坑听说学校要画垃圾分类的主题画，班里一直在传，说是手抄报 ，就想着画一些兄坑角色，结果稿都定好了，正准备要画，才知道是儿童主题画 （泪目）,垃圾分类是现在中国的优良传统美德,中立,环保,1,clauses
担任德国电视一台评论嘉宾的德国女足国脚舒尔特批评德国足协组建的专家小组，表示足协是故意为之，因为入选的这些俱乐部大佬或者前大佬，都是在德国足坛以发表批评意见著称，因此一旦未来工作不顺利的话，至少可以堵住这几个人的嘴这思路相当可以,德国电视一台评论嘉宾的德国女足国脚舒尔特批评德国足协组建的专家小组，表示足协是故意为之,支持,体育,1,clauses
担任德国电视一台评论嘉宾的德国女足国脚舒尔特批评德国足协组建的专家小组，表示足协是故意为之，因为入选的这些俱乐部大佬或者前大佬，都是在德国足坛以发表批评意见著称，因此一旦未来工作不顺利的话，至少可以堵住这几个人的嘴这思路相当可以,德国电视一台评论嘉宾的德国女足国脚舒尔特评论德国足协组建的专家小组，说足协做得非常好，表示支持,反对,体育,1,clauses
担任德国电视一台评论嘉宾的德国女足国脚舒尔特批评德国足协组建的专家小组，表示足协是故意为之，因为入选的这些俱乐部大佬或者前大佬，都是在德国足坛以发表批评意见著称，因此一旦未来工作不顺利的话，至少可以堵住这几个人的嘴这思路相当可以,德国女足国脚舒尔特是一位非常优秀的运动员,中立,体育,1,clauses
2023女足世界杯各队的驻地训练场～这也是女足世界杯历史上第一次，各队可以自己选择驻地和训练场，作为比赛期间的“家”。,女足可以自行选择场地,支持,体育,1,clauses
2023女足世界杯各队的驻地训练场～这也是女足世界杯历史上第一次，各队可以自己选择驻地和训练场，作为比赛期间的“家”。,女足还没资格自己选择场地，场地是主办方规定的,反对,体育,1,clauses
2023女足世界杯各队的驻地训练场～这也是女足世界杯历史上第一次，各队可以自己选择驻地和训练场，作为比赛期间的“家”。,女足在世界杯中取得了不错的奖项,中立,体育,1,clauses
搞艺术的在用行为艺术反抗，医者的在论证新冠共存，法律人在给基层普法，这可以总结出什么呢，总结出我们的领导层是不是都是没受过教育的文盲啊？他们既不懂法，也不懂科学，更不懂人性,这些人总结出来的话，简直是对高层领导的一些蔑视。,支持,新冠疫情,1,clauses
搞艺术的在用行为艺术反抗，医者的在论证新冠共存，法律人在给基层普法，这可以总结出什么呢，总结出我们的领导层是不是都是没受过教育的文盲啊？他们既不懂法，也不懂科学，更不懂人性,只是用自己的专业知识去阐述自己的观点，并不是想表达什么。,反对,新冠疫情,1,clauses
搞艺术的在用行为艺术反抗，医者的在论证新冠共存，法律人在给基层普法，这可以总结出什么呢，总结出我们的领导层是不是都是没受过教育的文盲啊？他们既不懂法，也不懂科学，更不懂人性,新冠的出现改变了很多人的思想方式。,中立,新冠疫情,1,clauses
12.6蕾尔堕胎案 凯赛堕胎案被《大法官的智慧》折服了我既想看下一个案例，又想要睡觉 之后的几个案例都是关于LGBTQ 的我兴趣满满早八见,看了凯赛堕胎案让我好奇心拉满，又想睡觉，又想看下一个案例。,支持,权益,1,clauses
12.6蕾尔堕胎案 凯赛堕胎案被《大法官的智慧》折服了我既想看下一个案例，又想要睡觉 之后的几个案例都是关于LGBTQ 的我兴趣满满早八见,《大法官的智慧》太没有意思了，让我想睡觉。,反对,权益,1,clauses
12.6蕾尔堕胎案 凯赛堕胎案被《大法官的智慧》折服了我既想看下一个案例，又想要睡觉 之后的几个案例都是关于LGBTQ 的我兴趣满满早八见,堕胎在有些国家是合法的。,中立,权益,1,clauses
这场比赛是真精彩！虽然我不咋喜欢韩国人，并且觉得韩国很多竞技体育项目小动作太多，但不得不承认，韩国男足是真拼啊…真羡慕…加纳 加油，虽然很多人不看好你们，但还是希望你们能晋级,加纳冲冲冲！相信你们一定可以的,支持,体育,1,clauses
这场比赛是真精彩！虽然我不咋喜欢韩国人，并且觉得韩国很多竞技体育项目小动作太多，但不得不承认，韩国男足是真拼啊…真羡慕…加纳 加油，虽然很多人不看好你们，但还是希望你们能晋级,韩国男足也很脏，我们国足虽然菜但至少不脏,反对,体育,1,clauses
这场比赛是真精彩！虽然我不咋喜欢韩国人，并且觉得韩国很多竞技体育项目小动作太多，但不得不承认，韩国男足是真拼啊…真羡慕…加纳 加油，虽然很多人不看好你们，但还是希望你们能晋级,之前好像林孝埈都放弃韩籍加入中国籍了,中立,体育,1,clauses
看着密密麻麻的人名，我切实的感受到了，虚假的男女平等，糖衣炮弹下的真实面目。标注与标识的隐含意义无非是在强调一种刻意的平等。“大家快看我们这个群体里是有女性成员的，女性可以得到和男性同样的身份与地位不是吗”。然而这只会让人意识到的是，凤毛麟角的女性所在依然是不占优势的少数派，社会方方面面的权力、舆论与观念，仍旧在由男性与男权牢牢把控。越是刻意标注，则愈发提醒以及证明了现下所面临的不平等。,真正的男女平等，就不会把女性刻意标注出来，这体现了目前面临的时代大环境依然是不平等的,支持,权益,0,clauses
看着密密麻麻的人名，我切实的感受到了，虚假的男女平等，糖衣炮弹下的真实面目。标注与标识的隐含意义无非是在强调一种刻意的平等。“大家快看我们这个群体里是有女性成员的，女性可以得到和男性同样的身份与地位不是吗”。然而这只会让人意识到的是，凤毛麟角的女性所在依然是不占优势的少数派，社会方方面面的权力、舆论与观念，仍旧在由男性与男权牢牢把控。越是刻意标注，则愈发提醒以及证明了现下所面临的不平等。,女性被刻意标注出来，是男女平等的表现，体现下了现在实现了真正的性别平等,反对,权益,0,clauses
看着密密麻麻的人名，我切实的感受到了，虚假的男女平等，糖衣炮弹下的真实面目。标注与标识的隐含意义无非是在强调一种刻意的平等。“大家快看我们这个群体里是有女性成员的，女性可以得到和男性同样的身份与地位不是吗”。然而这只会让人意识到的是，凤毛麟角的女性所在依然是不占优势的少数派，社会方方面面的权力、舆论与观念，仍旧在由男性与男权牢牢把控。越是刻意标注，则愈发提醒以及证明了现下所面临的不平等。,男女平等的性别话题，在国内外都会引发广泛关注,中立,权益,0,clauses
又在向内思考自己的问题的，事实上我根本没有问题，太蠢太笨了而已，没有拒绝的勇气，为什么会软弱，为什么啊。差距和差异，我还没做到心里期待的那样平权和理性，好恨自己，好愚蠢啊，好胆小，为什么害怕啊。为什么不把心里想的所有话说出口，为什么不说啊，好无力，好想妈妈。,不喜欢胆小而敏感的自己，想要依靠别人,支持,权益,1,clauses
又在向内思考自己的问题的，事实上我根本没有问题，太蠢太笨了而已，没有拒绝的勇气，为什么会软弱，为什么啊。差距和差异，我还没做到心里期待的那样平权和理性，好恨自己，好愚蠢啊，好胆小，为什么害怕啊。为什么不把心里想的所有话说出口，为什么不说啊，好无力，好想妈妈。,要学会接受自己，胆小也挺好的，至少是在舒适圈内。,反对,权益,1,clauses
又在向内思考自己的问题的，事实上我根本没有问题，太蠢太笨了而已，没有拒绝的勇气，为什么会软弱，为什么啊。差距和差异，我还没做到心里期待的那样平权和理性，好恨自己，好愚蠢啊，好胆小，为什么害怕啊。为什么不把心里想的所有话说出口，为什么不说啊，好无力，好想妈妈。,每个人对待事情的方式不同，小部分的人很胆小，大部分人很开朗,中立,权益,1,clauses
气候变化，永久冻土层在融化，科学家提前研究是有意义的。该团队复活的病毒都属于“ pandoravirus type 潘多拉病毒 ”，是一种能感染变形虫等单细胞生物的巨型病毒。研究发现这些古老的病毒在永久冻土中度过数万年之后仍能感染活细胞。,科学家复活的永久冻土层病毒依然能感染活细胞，所以提前研究是有意义的,支持,环保,1,clauses
气候变化，永久冻土层在融化，科学家提前研究是有意义的。该团队复活的病毒都属于“ pandoravirus type 潘多拉病毒 ”，是一种能感染变形虫等单细胞生物的巨型病毒。研究发现这些古老的病毒在永久冻土中度过数万年之后仍能感染活细胞。,这些科学家就是危害人类的，没事去复活一个几百年都不会变得病毒来祸害人类,反对,环保,1,clauses
气候变化，永久冻土层在融化，科学家提前研究是有意义的。该团队复活的病毒都属于“ pandoravirus type 潘多拉病毒 ”，是一种能感染变形虫等单细胞生物的巨型病毒。研究发现这些古老的病毒在永久冻土中度过数万年之后仍能感染活细胞。,全球变暖引发了大量的气候变化,中立,环保,1,clauses
南京人都应该去看看显微镜的大明 看到有人拿玄武湖和西湖比 然后贬低玄武湖真是气死我也！说玄武湖差在文化上更尼玛火冒三丈，白娘子、诗歌这些文化的流传度和历史事实的流传度能一样吗，要我说就是拿流行音乐和古典音乐你非要比个谁好谁差一样无理取闹 都好听都有人爱听都好别瞎比瞎bb,西湖和玄武湖的文化输出由于题材性质不同，因此没有可比性，不要再贬低玄武湖了,支持,文化教育,1,clauses
南京人都应该去看看显微镜的大明 看到有人拿玄武湖和西湖比 然后贬低玄武湖真是气死我也！说玄武湖差在文化上更尼玛火冒三丈，白娘子、诗歌这些文化的流传度和历史事实的流传度能一样吗，要我说就是拿流行音乐和古典音乐你非要比个谁好谁差一样无理取闹 都好听都有人爱听都好别瞎比瞎bb,玄武湖就是比不上西湖，都没几个人听说过，也没有广为人知的故事流传,反对,文化教育,1,clauses
南京人都应该去看看显微镜的大明 看到有人拿玄武湖和西湖比 然后贬低玄武湖真是气死我也！说玄武湖差在文化上更尼玛火冒三丈，白娘子、诗歌这些文化的流传度和历史事实的流传度能一样吗，要我说就是拿流行音乐和古典音乐你非要比个谁好谁差一样无理取闹 都好听都有人爱听都好别瞎比瞎bb,玄武湖与嘉兴南湖、杭州西湖并称“江南三大名湖，每天都有很多游客前往,中立,文化教育,1,clauses
好久回一次微博。还是那么热泪盈眶，还是那么不长记性。文化工作领域依然永远在输出情绪。然后给你一些布尔乔亚怜悯式的关心。,微博依然还是在文化工作领域依然永远在输出情绪，给你一些无关紧要的关心,支持,文化教育,1,clauses
好久回一次微博。还是那么热泪盈眶，还是那么不长记性。文化工作领域依然永远在输出情绪。然后给你一些布尔乔亚怜悯式的关心。,12月18日微博推出关怀板块，致力于帮助抑郁症患者，切推送内容都是积极向上的,反对,文化教育,1,clauses
好久回一次微博。还是那么热泪盈眶，还是那么不长记性。文化工作领域依然永远在输出情绪。然后给你一些布尔乔亚怜悯式的关心。,微博年度报告出炉：与谁互动最多一目了然,中立,文化教育,1,clauses
湘零道人001在中国平安吧发表了 稳增长，保交楼强烈预期下地产及其产业链修复完成，中国平安将向下补跌在人口负增长趋势下，做多B2B制造，新能源＝产业转型升级＋恶劣气候＋去石油美元＋双碳目标＋高油价 能源安全 技术革新下大势所趋＝“新能...O稳增长，保交楼强烈预期下地产及其产业链修复完成，中国平安将向下补跌在人口负增长趋,保交楼强烈预期下地产及其产业链修复完成，中国平安将利用新能源向下补跌在人口负增长趋势下，做多B2B制造,支持,世界事件,0,clauses
湘零道人001在中国平安吧发表了 稳增长，保交楼强烈预期下地产及其产业链修复完成，中国平安将向下补跌在人口负增长趋势下，做多B2B制造，新能源＝产业转型升级＋恶劣气候＋去石油美元＋双碳目标＋高油价 能源安全 技术革新下大势所趋＝“新能...O稳增长，保交楼强烈预期下地产及其产业链修复完成，中国平安将向下补跌在人口负增长趋,中国平安一直在走下坡路，不管发簪什么行业，一九不会有任何可以补救的情况,反对,世界事件,0,clauses
湘零道人001在中国平安吧发表了 稳增长，保交楼强烈预期下地产及其产业链修复完成，中国平安将向下补跌在人口负增长趋势下，做多B2B制造，新能源＝产业转型升级＋恶劣气候＋去石油美元＋双碳目标＋高油价 能源安全 技术革新下大势所趋＝“新能...O稳增长，保交楼强烈预期下地产及其产业链修复完成，中国平安将向下补跌在人口负增长趋,中国平安目前的业务广泛，涵盖面广,中立,世界事件,0,clauses
我所理解的男女平等是在社会地位、利益方面的平等，无法实现平等的部分比如生育、生理期等部分，相互理解、尊重、扶持，而不是把男性或女性踩在脚下,男女平等实在社会地位利益方面，不是生育，需要相互理解，不要贬低女性,支持,权益,0,clauses
我所理解的男女平等是在社会地位、利益方面的平等，无法实现平等的部分比如生育、生理期等部分，相互理解、尊重、扶持，而不是把男性或女性踩在脚下,生育是女性的权利，不应该拿男女平等来说事，我能赚钱养家，为什么还要区分男女,反对,权益,0,clauses
我所理解的男女平等是在社会地位、利益方面的平等，无法实现平等的部分比如生育、生理期等部分，相互理解、尊重、扶持，而不是把男性或女性踩在脚下,微博一大咖公然支持女权，引网友声讨，需要正确处理男女平等关系,中立,权益,0,clauses
我昨天和我爸说了第4次叫他去他疫苗，我说你80岁了，按统计数据，你要是得了新冠， 你有20 的机会死掉。这次他同意了，他说要是有人上门打，他就同意打。我还对我妈说，现在中招很容易了，广州感染近万人，突然就开放了，你想想这个时候要是有人偷偷从广州回来，不是一下就带回来了。我妈吓坏了，赶紧说那怎么办？我说没事，常用的药我已经买好给你了，你到时要是得了，我来指导你的治疗过程。,打疫苗能有效抵抗新冠病毒的感染与传播,支持,新冠疫情,0,clauses
我昨天和我爸说了第4次叫他去他疫苗，我说你80岁了，按统计数据，你要是得了新冠， 你有20 的机会死掉。这次他同意了，他说要是有人上门打，他就同意打。我还对我妈说，现在中招很容易了，广州感染近万人，突然就开放了，你想想这个时候要是有人偷偷从广州回来，不是一下就带回来了。我妈吓坏了，赶紧说那怎么办？我说没事，常用的药我已经买好给你了，你到时要是得了，我来指导你的治疗过程。,打疫苗对新冠毫无影响，每个人或多或少都会换上新冠,反对,新冠疫情,0,clauses
我昨天和我爸说了第4次叫他去他疫苗，我说你80岁了，按统计数据，你要是得了新冠， 你有20 的机会死掉。这次他同意了，他说要是有人上门打，他就同意打。我还对我妈说，现在中招很容易了，广州感染近万人，突然就开放了，你想想这个时候要是有人偷偷从广州回来，不是一下就带回来了。我妈吓坏了，赶紧说那怎么办？我说没事，常用的药我已经买好给你了，你到时要是得了，我来指导你的治疗过程。,国家建议每人至少要接种三针疫苗，确保预防新冠病毒的感染,中立,新冠疫情,0,clauses
你说了好多遍 不想看见我哭，最后站在你身边我强忍着打起精神，让我看起来风轻云淡的样子，可是看见你眼角的泪那一刻，我的心啊揪起来疼，但是我还在笑，幸亏带了口罩，要不然那笑一定比哭还难看。回来之后我就没在哭了，我以为这几天泪掉的差不多了呢，可是一个人躺下的时候，我真的崩不住了，我好想在你怀里睡觉，我真的心脏好疼,当离开一个人的时候，自己一个人真的很伤心，十分想念他，很难睡觉。,支持,新冠疫情,1,clauses
你说了好多遍 不想看见我哭，最后站在你身边我强忍着打起精神，让我看起来风轻云淡的样子，可是看见你眼角的泪那一刻，我的心啊揪起来疼，但是我还在笑，幸亏带了口罩，要不然那笑一定比哭还难看。回来之后我就没在哭了，我以为这几天泪掉的差不多了呢，可是一个人躺下的时候，我真的崩不住了，我好想在你怀里睡觉，我真的心脏好疼,只是离开一个人而已，根本不值有什么伤心的，自己也能过。,反对,新冠疫情,1,clauses
你说了好多遍 不想看见我哭，最后站在你身边我强忍着打起精神，让我看起来风轻云淡的样子，可是看见你眼角的泪那一刻，我的心啊揪起来疼，但是我还在笑，幸亏带了口罩，要不然那笑一定比哭还难看。回来之后我就没在哭了，我以为这几天泪掉的差不多了呢，可是一个人躺下的时候，我真的崩不住了，我好想在你怀里睡觉，我真的心脏好疼,戴口罩可以更好地掩藏我们内心的情感。,中立,新冠疫情,1,clauses
感觉你们精神分裂 封控在家怨天载道 放开了又在这怪国家怪别人不带口罩 说句自由就被说是 精神 什么话都被你们这些懂王说完了,疫情封控和放开都有意见的人，是患有精神分裂吧,支持,新冠疫情,1,clauses
感觉你们精神分裂 封控在家怨天载道 放开了又在这怪国家怪别人不带口罩 说句自由就被说是 精神 什么话都被你们这些懂王说完了,疫情封控和放开都没意见，非常听从安排,反对,新冠疫情,1,clauses
感觉你们精神分裂 封控在家怨天载道 放开了又在这怪国家怪别人不带口罩 说句自由就被说是 精神 什么话都被你们这些懂王说完了,疫情管控放开，要做好防护措施，尽量避免感染,中立,新冠疫情,1,clauses
在推特上看到，京都大学（日本最激进及左派资源最多的名校，没有之一）学生搞了京大学生（挺新冠疫苗派）与校外反疫苗人士的辩论会（观众很多）。辩到最后，主持人说，几小时辨不出结论，只能用暴力解决！！然后，京大学生代表与反疫苗代表在《任天堂明星大乱斗》内决战。最终，京大赢得了胜利。,京都大学学生搞了校外反疫苗人士的辩论会，到最后以京大的胜利结尾,支持,新冠疫情,1,clauses
在推特上看到，京都大学（日本最激进及左派资源最多的名校，没有之一）学生搞了京大学生（挺新冠疫苗派）与校外反疫苗人士的辩论会（观众很多）。辩到最后，主持人说，几小时辨不出结论，只能用暴力解决！！然后，京大学生代表与反疫苗代表在《任天堂明星大乱斗》内决战。最终，京大赢得了胜利。,这场关于疫苗的辩论会以京都大学的胜利结束,反对,新冠疫情,1,clauses
在推特上看到，京都大学（日本最激进及左派资源最多的名校，没有之一）学生搞了京大学生（挺新冠疫苗派）与校外反疫苗人士的辩论会（观众很多）。辩到最后，主持人说，几小时辨不出结论，只能用暴力解决！！然后，京大学生代表与反疫苗代表在《任天堂明星大乱斗》内决战。最终，京大赢得了胜利。,疫苗在我国接种的情况还是很理想,中立,新冠疫情,1,clauses
刚才乐祺哭，打滚儿哭…一碰哭的更夸张。我就静静地躺边上用手撑着我的头看他哭。他爹从次卧冲过来，说没听到你动静我还以为你打疫苗有反应（死）过去了我真的是想敲他,孩子疯狂哭闹，还不许碰，那就静静看她哭吧,支持,新冠疫情,1,clauses
刚才乐祺哭，打滚儿哭…一碰哭的更夸张。我就静静地躺边上用手撑着我的头看他哭。他爹从次卧冲过来，说没听到你动静我还以为你打疫苗有反应（死）过去了我真的是想敲他,孩子疯狂哭闹要赶紧安慰，不能让她一直哭闹不管,反对,新冠疫情,1,clauses
刚才乐祺哭，打滚儿哭…一碰哭的更夸张。我就静静地躺边上用手撑着我的头看他哭。他爹从次卧冲过来，说没听到你动静我还以为你打疫苗有反应（死）过去了我真的是想敲他,对于教育孩子要掌握合适的方法，一味纵容和打骂都是不可行的,中立,新冠疫情,1,clauses
特殊时期好像什么都在摆烂，垃圾分类搞一半，分不分类不知道，垃圾桶全部收走，所有人照样往原来地上一扔，掉落各种阳性抗原；快递点周围草坪上全是拆的快递包装还有那被风吹走的外卖条子；出门听见大家都在咳嗽，随处可见地上吐的痰，真的是随处可见,特殊时期更应该做好垃圾分类，做好环境卫生，反而在摆烂，实在让人头疼。,支持,环保,1,clauses
特殊时期好像什么都在摆烂，垃圾分类搞一半，分不分类不知道，垃圾桶全部收走，所有人照样往原来地上一扔，掉落各种阳性抗原；快递点周围草坪上全是拆的快递包装还有那被风吹走的外卖条子；出门听见大家都在咳嗽，随处可见地上吐的痰，真的是随处可见,特殊时期要求就不要过高了，得过且过吧，人家咳嗽也没办法。,反对,环保,1,clauses
特殊时期好像什么都在摆烂，垃圾分类搞一半，分不分类不知道，垃圾桶全部收走，所有人照样往原来地上一扔，掉落各种阳性抗原；快递点周围草坪上全是拆的快递包装还有那被风吹走的外卖条子；出门听见大家都在咳嗽，随处可见地上吐的痰，真的是随处可见,特殊时期一定要做好自我防护。,中立,环保,1,clauses
"2022年12月,硚口区荣华街道继续配合垃圾分类工作的稳步推进，在各个生活小区配备生活垃圾分类容器。 在辖区8个社区继续深入开展垃圾分类宣传工作，尤其是在疫情期间，宣传指导居民正确投放生活垃圾分类，发放垃圾分类宣传手册，营造宣传氛围。截止荣华街道积极响应为小区制作垃圾分类指南51处。",硚口区荣华街道继续配合垃圾分类工作，各小区配备容器和宣传,支持,环保,1,clauses
"2022年12月,硚口区荣华街道继续配合垃圾分类工作的稳步推进，在各个生活小区配备生活垃圾分类容器。 在辖区8个社区继续深入开展垃圾分类宣传工作，尤其是在疫情期间，宣传指导居民正确投放生活垃圾分类，发放垃圾分类宣传手册，营造宣传氛围。截止荣华街道积极响应为小区制作垃圾分类指南51处。",垃圾分类想法是好的，但是执行起来是很麻烦的，因为老年人根本不懂,反对,环保,1,clauses
"2022年12月,硚口区荣华街道继续配合垃圾分类工作的稳步推进，在各个生活小区配备生活垃圾分类容器。 在辖区8个社区继续深入开展垃圾分类宣传工作，尤其是在疫情期间，宣传指导居民正确投放生活垃圾分类，发放垃圾分类宣传手册，营造宣传氛围。截止荣华街道积极响应为小区制作垃圾分类指南51处。",城区去年升级改造生活垃圾分类示范投放收集点191个,中立,环保,1,clauses
他在嘲弄法国队的时候，也是在给梅西添麻烦。身为阿根廷男足领军人物，号称要与自己共生死的兄弟出了这样的事，梅西不可能不闻不问；法国队也不是吃素的，梅西免不了给他善后。另外体坛鲜有常胜将军，阿根廷和法国两支队伍在球迷眼中是一碗水端平的，所以马丁内斯的做法从长远来看很危险。,马丁内斯在嘲弄法国队的时候是在给梅西添麻烦，但是梅西不会坐视不管,支持,体育,0,clauses
他在嘲弄法国队的时候，也是在给梅西添麻烦。身为阿根廷男足领军人物，号称要与自己共生死的兄弟出了这样的事，梅西不可能不闻不问；法国队也不是吃素的，梅西免不了给他善后。另外体坛鲜有常胜将军，阿根廷和法国两支队伍在球迷眼中是一碗水端平的，所以马丁内斯的做法从长远来看很危险。,球星受到关注的不仅是因为球技，另外作为公众人物，言行举止都是备受瞩目，梅西如果在乎自己的声誉是不会去管这件事的,反对,体育,0,clauses
他在嘲弄法国队的时候，也是在给梅西添麻烦。身为阿根廷男足领军人物，号称要与自己共生死的兄弟出了这样的事，梅西不可能不闻不问；法国队也不是吃素的，梅西免不了给他善后。另外体坛鲜有常胜将军，阿根廷和法国两支队伍在球迷眼中是一碗水端平的，所以马丁内斯的做法从长远来看很危险。,阿根廷是世界杯中的老牌强队,中立,体育,0,clauses
还可以 女配视角的罗密欧与朱丽叶hhhh 典型的喜剧片 渣男罗密欧 女主为了夺回前男友带朱丽叶去酒吧社交hhhh 服装真的好看 女足也好看 可爱 不过我觉得王子比罗密欧帅,换个视角来看罗密欧和朱丽叶还挺有意思，爱了爱了,支持,体育,1,clauses
还可以 女配视角的罗密欧与朱丽叶hhhh 典型的喜剧片 渣男罗密欧 女主为了夺回前男友带朱丽叶去酒吧社交hhhh 服装真的好看 女足也好看 可爱 不过我觉得王子比罗密欧帅,罗密欧和朱丽叶这种剧本完全就不符合现实逻辑，毫无观赏性,反对,体育,1,clauses
还可以 女配视角的罗密欧与朱丽叶hhhh 典型的喜剧片 渣男罗密欧 女主为了夺回前男友带朱丽叶去酒吧社交hhhh 服装真的好看 女足也好看 可爱 不过我觉得王子比罗密欧帅,感觉现在很多电视剧都比不上以前的经典了,中立,体育,1,clauses
阳性第一天记录，希望把自己的阳性情况真实分享给大家参考。19号刚好打了疫苗，预测24号晚上感染，瞬间有点低烧一丝丝头疼不会难受，全家就我和我三周岁儿子无明显症状，第一天晚上睡觉有丝丝燥热，夜间带有一丝丝头疼，睡觉到第二天中午后我没什么不舒服，第二天我老婆说屁股痛，有一丝丝喉咙痛，偶尔状态不佳。,阳性第一天没有难受，只有一点低烧，第二天会有喉咙痛,支持,新冠疫情,0,clauses
阳性第一天记录，希望把自己的阳性情况真实分享给大家参考。19号刚好打了疫苗，预测24号晚上感染，瞬间有点低烧一丝丝头疼不会难受，全家就我和我三周岁儿子无明显症状，第一天晚上睡觉有丝丝燥热，夜间带有一丝丝头疼，睡觉到第二天中午后我没什么不舒服，第二天我老婆说屁股痛，有一丝丝喉咙痛，偶尔状态不佳。,感染新冠第一天简直生不如死，高烧不退，第二天就痊愈了，跟没事一样,反对,新冠疫情,0,clauses
阳性第一天记录，希望把自己的阳性情况真实分享给大家参考。19号刚好打了疫苗，预测24号晚上感染，瞬间有点低烧一丝丝头疼不会难受，全家就我和我三周岁儿子无明显症状，第一天晚上睡觉有丝丝燥热，夜间带有一丝丝头疼，睡觉到第二天中午后我没什么不舒服，第二天我老婆说屁股痛，有一丝丝喉咙痛，偶尔状态不佳。,阳性之后吃连花清瘟是否有用，专家解答需按照实际情况服用,中立,新冠疫情,0,clauses
我刚看到美国大选的机器坏了，想到为什么他们不用区块链相关的技术呢，这种分布式，防篡改，可追溯的性质，用区块链不是最好的场景吗？,这种分布式，防篡改，可追溯的性质。,支持,世界事件,1,clauses
我刚看到美国大选的机器坏了，想到为什么他们不用区块链相关的技术呢，这种分布式，防篡改，可追溯的性质，用区块链不是最好的场景吗？,美国大选用不用区块链接肯定有原因，可能对美国来说用区块链接根本没有什么好的场景，轮不到你来操心。,反对,世界事件,1,clauses
我刚看到美国大选的机器坏了，想到为什么他们不用区块链相关的技术呢，这种分布式，防篡改，可追溯的性质，用区块链不是最好的场景吗？,很多人都不知道区块链技术是什么意思，可以百度看一下。,中立,世界事件,1,clauses
乌克兰武装部队总参谋部报告说，俄罗斯入侵者在扎波罗热地区撤出了独立的部队， 因此，驻扎在当地警察局和其中一所教育机构的部队离开了米哈伊洛夫卡。此外，他们正准备撤离当地的高莱特人，显然他们不喜欢在隆冬的假期。,俄罗斯撤出了扎波罗热地区，乌克兰驻扎在当地的警察和教育机构也离开了米哈伊洛夫卡,支持,世界事件,0,clauses
乌克兰武装部队总参谋部报告说，俄罗斯入侵者在扎波罗热地区撤出了独立的部队， 因此，驻扎在当地警察局和其中一所教育机构的部队离开了米哈伊洛夫卡。此外，他们正准备撤离当地的高莱特人，显然他们不喜欢在隆冬的假期。,乌克兰不应该放松警惕，俄罗斯只是暂时的离开,反对,世界事件,0,clauses
乌克兰武装部队总参谋部报告说，俄罗斯入侵者在扎波罗热地区撤出了独立的部队， 因此，驻扎在当地警察局和其中一所教育机构的部队离开了米哈伊洛夫卡。此外，他们正准备撤离当地的高莱特人，显然他们不喜欢在隆冬的假期。,俄乌战争影响了全球的能源供应,中立,世界事件,0,clauses
佛教公益慈善·文化教育·开办义学之一邛崃开元寺公立国民学校 “清末开办，校舍就寺内。设立常款，系提寺田二十余亩，佃租穀二十八石。随载条粮几一两。水旱偏灾，不能全栽。教员一人，岁修八十千。学生分甲乙两班教授。” 民国十一年修《邛崃县志·学校志》,民国十一年修《邛崃县志·学校志》：清朝末年开办，有教师1位，学生八十千，分两个班级学习,支持,文化教育,1,clauses
佛教公益慈善·文化教育·开办义学之一邛崃开元寺公立国民学校 “清末开办，校舍就寺内。设立常款，系提寺田二十余亩，佃租穀二十八石。随载条粮几一两。水旱偏灾，不能全栽。教员一人，岁修八十千。学生分甲乙两班教授。” 民国十一年修《邛崃县志·学校志》,《邛崃县志·学校志》教员十人，岁修一十千。学生只有一班教授,反对,文化教育,1,clauses
佛教公益慈善·文化教育·开办义学之一邛崃开元寺公立国民学校 “清末开办，校舍就寺内。设立常款，系提寺田二十余亩，佃租穀二十八石。随载条粮几一两。水旱偏灾，不能全栽。教员一人，岁修八十千。学生分甲乙两班教授。” 民国十一年修《邛崃县志·学校志》,《邛崃县志·学校志》被很多收藏家收藏于自己家中,中立,文化教育,1,clauses
筹码连续集中股大曝光！储能 新能源车 工业母机概念股火了 外资爆买超级慢牛股 O筹码连续集中股大曝光！储能 新能源车 工业母机概念股火了 外资爆买超级慢牛股,工业母机概念股现在很值得购买，外资的慢牛股被大家争相购买,支持,环保,1,clauses
筹码连续集中股大曝光！储能 新能源车 工业母机概念股火了 外资爆买超级慢牛股 O筹码连续集中股大曝光！储能 新能源车 工业母机概念股火了 外资爆买超级慢牛股,不支持购买股份，买股的风险十分的大，一不小心就会倾家荡产。,反对,环保,1,clauses
筹码连续集中股大曝光！储能 新能源车 工业母机概念股火了 外资爆买超级慢牛股 O筹码连续集中股大曝光！储能 新能源车 工业母机概念股火了 外资爆买超级慢牛股,买股是理财的一种,中立,环保,1,clauses
